formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C22H45NO3	[M + H]+	C22H46NO3+	Fatty acids	0.997	Fatty amides	0.849	N-acyl ethanolamines (endocannabinoids)	0.308	Lipids and lipid-like molecules	0.774	Fatty Acyls	0.760	Fatty amides	0.569	N-acyl amines	0.500	N-acyl amines	0.500	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	372.347	246	4.100	666527539232956995	666526522760057325	19990	
1	C11H15N5S	[M + H]+	C11H16N5S+	Alkaloids	0.995	Pseudoalkaloids (transamidation)	0.912	Purine alkaloids	0.940	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.993	Purines and purine derivatives	0.992	6-aminopurines	0.592	6-aminopurines	0.592	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Thioethers; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; 6-aminopurines; Sulfenyl compounds; 6-thiopurines; Alkylarylthioethers; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	250.112	247	4.116	666527563761251697	666526505529855068	20050	
1	C33H46N4O7	[M + H]+	C33H47N4O7+	Alkaloids	0.749	Tryptophan alkaloids	0.027	DKXanthenes and derivatives	0.020	Organoheterocyclic compounds	0.998	Tetrapyrroles and derivatives	0.995	Bilirubins	0.828			Bilirubins	0.828	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Pyrrolines; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	611.342	248	4.129	666527566986672191	666526538962655192	19730	
1	C21H35NO3	[M + H]+	C21H36NO3+	Alkaloids	0.875	Nicotinic acid alkaloids	0.826	Pyridine alkaloids	0.825	Organoheterocyclic compounds	0.619	Pyridines and derivatives	0.527					Pyridines and derivatives	0.527	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	350.269	249	4.151	666527543578256182	666526520704848170	20208	
1	C33H44N4O7	[M + Na]+	C33H44N4NaO7+	Alkaloids	0.678	Tryptophan alkaloids	0.410	Depsipeptides	0.079	Organoheterocyclic compounds	0.997	Tetrapyrroles and derivatives	0.713					Tetrapyrroles and derivatives	0.713	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	631.310	249	4.152	666527553535536686	666526539696658467	20198	
1	C18H26N6O5	[M + H]+	C18H27N6O5+	Carbohydrates	0.895	Nucleosides	0.821	Purine nucleosides	0.877	Organic acids and derivatives	0.951	Carboxylic acids and derivatives	0.939	Amino acids, peptides, and analogues	0.915	Amino acids and derivatives	0.911	Alpha amino acids	0.518	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	407.204	250	4.173	666527559545975338	666526525964505891	20620	
1	C33H44N4O7	[M + H]+	C33H45N4O7+	Amino acids and Peptides	0.502	Oligopeptides	0.357	Depsipeptides	0.026	Organoheterocyclic compounds	0.987	Tetrapyrroles and derivatives	0.755					Tetrapyrroles and derivatives	0.755	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Pyrrolines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tetrapyrroles and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	609.328	251	4.180	666527562620400713	666526538853603278	20300	
1	C39H53N5O6	[M + Na]+	C39H53N5NaO6+	Alkaloids	0.560	Oligopeptides	0.114	Pyridine alkaloids	0.032	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.564	Amino acids and derivatives	0.561	Amino acids and derivatives	0.561	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	710.390	251	4.187	666527569750719176	666526540900423810	20284	
1	C16H23N5O4S	[M + H]+	C16H24N5O4S+	Carbohydrates	0.997	Nucleosides	0.999	Purine nucleosides	0.997	Nucleosides, nucleotides, and analogues	0.990	Purine nucleosides	0.942					Purine nucleosides	0.942	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Thioethers; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Tetrahydrofurans; 6-aminopurines; Sulfenyl compounds; 6-alkylaminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	382.154	251	4.191	666527569012521460	666526523649249868	20328	
1	C26H42O5	[M + H]+	C26H43O5+	Terpenoids	0.997	Steroids	0.989	Cholestane steroids	0.667	Lipids and lipid-like molecules	0.994	Steroids and steroid derivatives	0.986	Bile acids, alcohols and derivatives	0.827	Hydroxy bile acids, alcohols and derivatives	0.820	Hydroxy bile acids, alcohols and derivatives	0.820	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	435.310	253	4.224	666527624025015932	666526530406274157	20413	
1	C38H57N7O10	[M + H]+	C38H58N7O10+	Polyketides	0.651	Oligopeptides	0.998	Depsipeptides	0.729	Organic acids and derivatives	1.000	Peptidomimetics	0.540	Depsipeptides	0.754	Cyclic depsipeptides	0.755	Cyclic depsipeptides	0.755	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	772.427	254	4.227	666527596342608150	666526541462460606	20431	
1	C19H28N2O5	[M + H]+	C19H29N2O5+	Amino acids and Peptides	0.793	Small peptides	0.401	Dipeptides	0.104	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.522	Amino acids and derivatives	0.514	Amino acids and derivatives	0.514	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	365.208	254	4.235	666527556689653763	666526522453873098	20496	
1	C18H18O4	[M + H]+	C18H19O4+	Shikimates and Phenylpropanoids	0.980	Lignans	0.980	Dibenzylbutyrolactone lignans	0.880	Lignans, neolignans and related compounds	0.891	Furanoid lignans	0.971	Tetrahydrofuran lignans	0.971	9,9'-epoxylignans	0.985	Dibenzylbutyrolactone lignans	0.989	Organic compounds; Organoheterocyclic compounds; Lactones; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Tetrahydrofuran lignans; Dibenzylbutyrolactone lignans; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Tetrahydrofurans; 9,9'-epoxylignans; Furanoid lignans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	299.128	254	4.235	666527544651998906	666526512068775604	20479	
1	C30H44N4O4	[M + Na]+	C30H44N4NaO4+	Alkaloids	0.931	Tryptophan alkaloids	0.828	Carboline alkaloids	0.201	Organic acids and derivatives	0.976	Carboxylic acids and derivatives	0.941	Amino acids, peptides, and analogues	0.734	Amino acids and derivatives	0.734	Amino acids and derivatives	0.734	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Trialkylamines; Substituted pyrroles; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	547.325	255	4.247	666527557792756006	666526536655787747	20585	
1	C17H35NO2	[M + H]+	C17H36NO2+	Fatty acids	0.970	Fatty amides	0.392	Sphingoid bases	0.280	Organic oxygen compounds	1.000	Organooxygen compounds	0.993	Alcohols and polyols	0.507			Alcohols and polyols	0.507	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	286.274	255	4.248	666527542785532674	666526510143589888	20540	
1	C33H46N4O7	[M + H]+	C33H47N4O7+	Alkaloids	0.823	Tryptophan alkaloids	0.232	Depsipeptides	0.026	Organoheterocyclic compounds	0.994	Tetrapyrroles and derivatives	0.908					Tetrapyrroles and derivatives	0.908	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Pyrrolines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tetrapyrroles and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	611.342	255	4.250	666527595176591445	666526538912323539	20538	
1	C22H43NO3	[M + H]+	C22H44NO3+	Fatty acids	0.997	Fatty amides	0.970	N-acyl ethanolamines (endocannabinoids)	0.372	Lipids and lipid-like molecules	0.890	Fatty Acyls	0.871	Fatty amides	0.860	N-acyl amines	0.863	N-acyl amines	0.863	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	370.332	255	4.252	666527547864836771	666526522621645278	20522	
1	C33H48N4O7	[M + H]+	C33H49N4O7+	Amino acids and Peptides	0.381	Oligopeptides	0.927	Depsipeptides	0.481	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.985	Amino acids and derivatives	0.983	Alpha amino acid esters	0.723	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	613.358	256	4.270	666527555083235190	666526539231090673	20644	
1	C32H44N4O4	[M + Na]+	C32H44N4NaO4+	Alkaloids	0.527	Linear polyketides	0.144	Pyrrole alkaloids	0.030	Organoheterocyclic compounds	0.986	Tetrapyrroles and derivatives	0.768					Tetrapyrroles and derivatives	0.768	Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	571.325	256	4.271	666527592613871266	666526537687586641	20717	
1	C32H44N4O4	[M + H]+	C32H45N4O4+	Alkaloids	0.957	Proline alkaloids	0.086	Pyrrole alkaloids	0.085	Organoheterocyclic compounds	1.000	Tetrapyrroles and derivatives	0.997	Bilirubins	0.947			Bilirubins	0.947	Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Dipyrrins; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	549.342	257	4.281	666527596732678494	666526536752256749	20690	
1	C27H46N6O6	[M + H]+	C27H47N6O6+	Amino acids and Peptides	0.949	Oligopeptides	0.905	Cyclic peptides	0.210	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.961	Peptides	0.512	Peptides	0.512	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	551.354	257	4.288	666527547231496629	666526537029080843	21190	
1	C46H60N4O8	[M + Na]+	C46H60N4NaO8+	Alkaloids	0.616	Oligopeptides	0.146	Aspidosperma type	0.072	Organic acids and derivatives	0.966	Carboxylic acids and derivatives	0.937	Amino acids, peptides, and analogues	0.631	Amino acids and derivatives	0.625	Amino acids and derivatives	0.625	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	819.429	257	4.289	666527545058846524	666526542053857520	20515	
1	C27H45NO4S	[M + H]+	C27H46NO4S+	Terpenoids	0.904	Steroids	0.873	Cholane steroids	0.251	Lipids and lipid-like molecules	0.985	Steroids and steroid derivatives	0.973	Bile acids, alcohols and derivatives	0.741	Hydroxy bile acids, alcohols and derivatives	0.412	Monohydroxy bile acids, alcohols and derivatives	0.574	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Monohydroxy bile acids, alcohols and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Sulfonyls; Organosulfonic acids; Sulfuric acid monoesters; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Sulfated steroids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.313	258	4.304	666527580320365527	666526533375841684	20761	
1	C15H24N6O4	[M + Na]+	C15H24N6NaO4+	Alkaloids	0.240	Nucleosides	0.330	Purine nucleosides	0.243	Organic 1,3-dipolar compounds	0.637	Allyl-type 1,3-dipolar organic compounds	0.775	Organic nitro compounds	0.777	C-nitro compounds	0.666	Nitroaromatic compounds	0.569	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Aminopyrimidines and derivatives; Diazines; Organic oxoazanium compounds; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	375.172	258	4.306	666527545406973967	666526522890080764	20879	
1	C33H42N4O6	[M + H]+	C33H43N4O6+	Alkaloids	0.975	Proline alkaloids	0.028	Pyrrole alkaloids	0.027	Organoheterocyclic compounds	1.000	Tetrapyrroles and derivatives	1.000	Bilirubins	0.985			Bilirubins	0.985	Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Imines; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Dipyrrins; Substituted pyrroles; N-acylimines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	591.317	259	4.312	666527617230242726	666526538065074041	20919	
1	C17H17NO3	[M + H]+	C17H18NO3+	Amino acids and Peptides	0.988	Small peptides	0.969	Dipeptides	0.792	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	Phenylalanine and derivatives	0.982	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenylacetamides; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.128	259	4.312	666527598116799062	666526509904514535	20957	
1	C30H40N6O8	[M + H]+	C30H41N6O8+	Amino acids and Peptides	0.978	Oligopeptides	0.986	Cyclic peptides	0.388	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.990	Peptides	0.736	Oligopeptides	0.500	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	613.299	259	4.313	666527557436239990	666526539067512802	20954	
1	C23H30N2O4	[M + H]+	C23H31N2O4+	Alkaloids	0.515	Tryptophan alkaloids	0.080	Dipeptides	0.040	Benzenoids	0.978	Phenol ethers	0.730					Phenol ethers	0.730	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	399.228	259	4.314	666527562981110944	666526525293417176	20925	
1	C23H30N2O4	[M + Na]+	C23H30N2NaO4+	Amino acids and Peptides	0.725	Peptide alkaloids	0.034	Dipeptides	0.022	Organic acids and derivatives	0.998	Organic carbonic acids and derivatives	0.709	Ureas	0.698	Ureides	0.846	N-acyl ureas	0.852	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Carboxylic acid derivatives; Carboxylic acid imides; N-substituted carboxylic acid imides; Carbonyl compounds; Ureides; N-acyl ureas; Benzene and substituted derivatives; Benzenoids; Dicarboximides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	421.210	259	4.316	666527581490576501	666526528942461901	20944	
1	C27H49N3O7	[M + Na]+	C27H49N3NaO7+	Terpenoids	0.907	Steroids	0.974	Steroidal alkaloids	0.247	Lipids and lipid-like molecules	0.945	Steroids and steroid derivatives	0.988	Hydroxysteroids	0.898	3-hydroxysteroids	0.746	3-hydroxysteroids	0.746	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organonitrogen compounds; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Acetals; Secondary alcohols; Oxanes; Dialkylamines; Polyols; Amines; Secondary amines; 3-hydroxysteroids; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	550.345	260	4.326	666527630178061098	666526536987137798	20687	
